Domain Name,Record Name,Record Type,Record Value
cursos.zodio.app,_5a4ddd5411df34e63560aa5ce13e5d2f.cursos.zodio.app.,CNAME,_0c8acdb8fe68b6e4802de9c7bf12e210.acm-validations.aws.
